Date,Exchange,Values,Blockchain
2023-09-11,Balancer,49,Avalanche
2023-09-11,Curve,261,Avalanche
2023-09-11,Fraxswap,39,Avalanche
2023-09-11,GMX,194,Avalanche
2023-09-11,Hashflow,57,Avalanche
2023-09-11,KyberSwap,214,Avalanche
2023-09-11,Pangolin,1223,Avalanche
2023-09-11,Platypus,314,Avalanche
2023-09-11,Sushiswap,606,Avalanche
2023-09-11,Trader Joe,5703,Avalanche
2023-09-11,Uniswap,912,Avalanche
2023-09-11,WOOFi,1072,Avalanche
2023-09-11,Balancer,305,Ethereum
2023-09-11,Curve,591,Ethereum
2023-09-11,DODO,136,Ethereum
2023-09-11,Fraxswap,59,Ethereum
2023-09-11,Hashflow,59,Ethereum
2023-09-11,KyberSwap,26,Ethereum
2023-09-11,PancakeSwap,498,Ethereum
2023-09-11,ShibaSwap,632,Ethereum
2023-09-11,Sushiswap,1840,Ethereum
2023-09-11,Synthetix,4,Ethereum
2023-09-11,Trader Joe,1,Ethereum
2023-09-11,Uniswap,53372,Ethereum
2023-09-11,Beethoven X,538,Optimism
2023-09-11,Curve,513,Optimism
2023-09-11,Fraxswap,20,Optimism
2023-09-11,KyberSwap,34,Optimism
2023-09-11,Sushiswap,328,Optimism
2023-09-11,Synthetix,17,Optimism
2023-09-11,Uniswap,7945,Optimism
2023-09-11,Velodrome,3041,Optimism
2023-09-11,WOOFi,644,Optimism
2023-09-11,Balancer,1358,Polygon
2023-09-11,Curve,280,Polygon
2023-09-11,DODO,1092,Polygon
2023-09-11,Fraxswap,67,Polygon
